code,id,name,original_name,name_kana,lat,lng,prefecture,postal_code,address,closed,open_date,closed_date,impl,attr
1141209,10e921,坂北,坂北,さかきた,36.430663,138.015754,20,399-7601,東筑摩郡筑北村坂北,0,NULL,NULL,1,cool
1141210,3ce908,聖高原,聖高原,ひじりこうげん,36.455069,138.047603,20,399-7700,東筑摩郡麻績村漆田,0,NULL,NULL,1,cool
1141211,962da0,冠着,冠着,かむりき,36.457215,138.079223,20,399-7711,東筑摩郡筑北村坂井大野田,0,NULL,NULL,1,cool
1141212,9cd0f3,姨捨,姨捨,おばすて,36.502649,138.093388,20,387-0023,千曲市大字八幡,0,NULL,NULL,1,cool
1141213,2140e5,稲荷山,稲荷山,いなりやま,36.552633,138.108061,20,388-8014,長野市篠ノ井塩崎,0,NULL,NULL,1,cool
100211,ce07ed,豊橋,豊橋,とよはし,34.762734,137.382128,23,440-0075,豊橋市花田町西宿,0,NULL,NULL,1,heat
9952001,90b04d,新豊橋,新豊橋,しんとよはし,34.762272,137.383375,23,440-0075,豊橋市花田町字西宿４１,0,NULL,NULL,1,eco
9952101,e90bad,駅前,駅前,えきまえ,34.763879,137.383132,23,441-0000,豊橋市,0,NULL,NULL,1,eco
1141302,eceb77,船町,船町,ふなまち,34.775809,137.374001,23,440-0071,豊橋市北島町北島,0,NULL,NULL,1,heat
1141303,e2c179,下地,下地,しもじ,34.780939,137.370612,23,440-0093,豊橋市横須賀町横須賀,0,NULL,NULL,1,heat
1141304,527453,小坂井,小坂井,こざかい,34.797544,137.363056,23,441-0103,愛知県豊川市小坂井町倉屋敷72,0,NULL,NULL,1,heat
1141305,91ac19,牛久保,牛久保,うしくぼ,34.808563,137.381671,23,442-0826,豊川市牛久保町,0,NULL,NULL,1,heat
1141306,abbb82,豊川(愛知),豊川,とよかわ,34.822519,137.397157,23,442-0033,豊川市豊川町,0,NULL,NULL,1,heat
3000205,983b66,豊川稲荷,豊川稲荷,とよかわいなり,34.821755,137.396058,23,442-0033,豊川市豊川町仁保通１８,0,NULL,NULL,1,eco
1141307,ba4a04,三河一宮,三河一宮,みかわいちのみや,34.847911,137.414549,23,441-1231,豊川市一宮町下新切,0,NULL,NULL,1,heat
1141308,342300,長山,長山,ながやま,34.864449,137.431458,23,441-1202,豊川市上長山町西水神平,0,NULL,NULL,1,heat
1141309,c60d29,江島,江島,えじま,34.868029,137.441518,23,441-1201,豊川市東上町丸塚,0,NULL,NULL,1,heat
1141310,d29a91,東上,東上,とうじょう,34.876278,137.455236,23,441-1201,豊川市東上町東京寺,0,NULL,NULL,1,heat
1141311,201e4f,野田城,野田城,のだじょう,34.889282,137.477861,23,441-1343,新城市野田,0,NULL,NULL,1,heat
1141312,fcf43a,新城,新城,しんしろ,34.901112,137.49304,23,441-1377,新城市宮ノ西,0,NULL,NULL,1,heat
1141313,f485f4,東新町,東新町,ひがししんまち,34.906129,137.502928,23,441-1361,新城市平井若杉,0,NULL,NULL,1,heat
1141314,442d85,茶臼山,茶臼山,ちゃうすやま,34.910334,137.514424,23,441-1302,新城市富永,0,NULL,NULL,1,cool
1141315,c1ed16,三河東郷,三河東郷,みかわとうごう,34.912224,137.527242,23,441-1306,新城市川路,0,NULL,NULL,1,cool
1141316,9455e8,大海,大海,おおみ,34.930164,137.548682,23,441-1315,新城市大海,0,NULL,NULL,1,cool
1141317,23f291,鳥居,鳥居,とりい,34.920834,137.551537,23,441-1317,新城市有海,0,NULL,NULL,1,cool
1141318,b28fe9,長篠城,長篠城,ながしのじょう,34.92599,137.565,23,441-1634,新城市長篠,0,NULL,NULL,1,cool
1141319,377bd1,本長篠,本長篠,ほんながしの,34.932664,137.576848,23,441-1634,新城市長篠,0,NULL,NULL,1,cool
1141320,839edd,三河大野,三河大野,みかわおおの,34.952038,137.602987,23,441-1632,新城市富栄,0,NULL,NULL,1,cool
1141321,600479,湯谷温泉,湯谷温泉,ゆやおんせん,34.970516,137.613026,23,441-1631,新城市豊岡,0,NULL,NULL,1,cool
1141322,8c4975,三河槙原,三河槙原,みかわまきはら,34.988589,137.621022,23,441-1631,愛知県新城市豊岡字ドウデイ2,0,1923-02-01,NULL,1,eco
1141323,92b5c8,柿平,柿平,かきだいら,34.990587,137.644048,23,441-1621,新城市下吉田,0,NULL,NULL,1,eco
1141324,4e5a09,三河川合,三河川合,みかわかわい,35.001722,137.663991,23,441-1601,新城市川合,0,NULL,NULL,1,eco
1141325,ef950f,池場,池場,いけば,35.024418,137.704066,23,441-1602,新城市池場,0,NULL,NULL,1,eco
1141326,2f5eb6,東栄,東栄,とうえい,35.02901,137.713812,23,449-0216,北設楽郡東栄町三輪字平栗,0,NULL,NULL,1,eco
1141327,ce684a,出馬,出馬,いずんま,35.049322,137.744276,22,431-3906,浜松市天竜区佐久間町浦川,0,NULL,NULL,1,cool
1141328,884251,上市場,上市場,かみいちば,35.050202,137.752364,22,431-3906,浜松市天竜区佐久間町浦川,0,NULL,NULL,1,cool
1141329,ff0632,浦川,浦川,うらかわ,35.056355,137.763608,22,431-3906,浜松市天竜区佐久間町浦川,0,NULL,NULL,1,cool
1141330,705495,早瀬,早瀬,はやせ,35.060521,137.775126,22,431-3906,浜松市天竜区佐久間町浦川,0,NULL,NULL,1,cool
1141331,2e8e19,下川合,下川合,しもかわい,35.069321,137.786422,22,431-3907,浜松市天竜区佐久間町川合,0,NULL,NULL,1,cool
1141332,3e01d0,中部天竜,中部天竜,ちゅうぶてんりゅう,35.085283,137.802898,22,431-3905,浜松市天竜区佐久間町半場,0,NULL,NULL,1,cool
1141333,632000,佐久間,佐久間,さくま,35.091877,137.809783,22,431-3901,浜松市天竜区佐久間町佐久間,0,NULL,NULL,1,cool
1141334,4cefcd,相月,相月,あいづき,35.114988,137.854345,22,431-4111,浜松市天竜区佐久間町相月,0,NULL,NULL,1,heat
1141335,a7b28a,城西,城西,しろにし,35.131569,137.86198,22,431-4111,浜松市天竜区佐久間町相月,0,NULL,NULL,1,heat
1141336,4c1812,向市場,向市場,むかいちば,35.154067,137.869446,22,431-4102,浜松市天竜区水窪町地頭方,0,NULL,NULL,1,heat
1141337,9fd540,水窪,水窪,みさくぼ,35.163371,137.870501,22,431-4102,浜松市天竜区水窪町地頭方,0,NULL,NULL,1,heat
1141338,34dce1,大嵐,大嵐,おおぞれ,35.190466,137.818509,22,431-4101,浜松市天竜区水窪町奥領家,0,NULL,NULL,1,eco
1141339,9d241b,小和田,小和田,こわだ,35.209862,137.835971,22,431-4101,浜松市天竜区水窪町奥領家,0,NULL,NULL,1,eco
1141340,a57cc2,中井侍,中井侍,なかいさむらい,35.235913,137.834912,20,399-1201,下伊那郡天龍村平岡,0,NULL,NULL,1,eco
1141341,bedb0a,伊那小沢,伊那小沢,いなこざわ,35.25406,137.834709,20,399-1201,下伊那郡天龍村平岡,0,NULL,NULL,1,eco
1141342,42dfd3,鶯巣,鶯巣,うぐす,35.267286,137.832595,20,399-1201,下伊那郡天龍村平岡,0,NULL,NULL,1,eco
1141343,ee52b2,平岡,平岡,ひらおか,35.273652,137.853574,20,399-1201,下伊那郡天龍村平岡,0,NULL,NULL,1,eco
1141344,cef8f5,為栗,為栗,してぐり,35.311687,137.848503,20,399-1201,下伊那郡天龍村平岡,0,NULL,NULL,1,eco
1141345,df3c7c,温田,温田,ぬくた,35.336273,137.841294,20,399-1801,下伊那郡泰阜村,0,NULL,NULL,1,eco
1141346,c61ac8,田本,田本,たもと,35.348988,137.837922,20,399-1801,下伊那郡泰阜村田本,0,NULL,NULL,1,cool
1141347,a63f4e,門島,門島,かどしま,35.375306,137.814151,20,399-1801,下伊那郡泰阜村,0,NULL,NULL,1,cool
1141348,1f8073,唐笠,唐笠,からかさ,35.402338,137.810254,20,399-1801,下伊那郡泰阜村,0,NULL,NULL,1,cool
1141349,1d3830,金野,金野,きんの,35.419128,137.817149,20,399-2223,飯田市千栄,0,NULL,NULL,1,heat
1141350,17a20f,千代,千代,ちよ,35.428949,137.816754,20,399-2223,飯田市千栄,0,NULL,NULL,1,heat
1141351,efccc1,天竜峡,天竜峡,てんりゅうきょう,35.441114,137.81732,20,399-2431,飯田市川路,0,NULL,NULL,1,heat
1141402,ac5eb9,川路,川路,かわじ,35.452946,137.815564,20,399-2431,飯田市川路,0,NULL,NULL,1,heat
1141403,a90136,時又,時又,ときまた,35.46402,137.82776,20,399-2563,飯田市時又,0,NULL,NULL,1,heat
1141404,536ce8,駄科,駄科,だしな,35.4754,137.839625,20,399-2561,飯田市駄科,0,NULL,NULL,1,heat
1141405,2ae00c,毛賀,毛賀,けが,35.487445,137.839332,20,395-0813,飯田市毛賀,0,NULL,NULL,1,heat
1141406,0eced8,伊那八幡,伊那八幡,いなやわた,35.49683,137.84154,20,395-0000,飯田市松尾,0,NULL,NULL,1,heat
1141407,218c06,下山村,下山村,しもやまむら,35.50426,137.83959,20,395-0803,飯田市鼎下山,0,NULL,NULL,1,heat
1141408,4bca94,鼎,鼎,かなえ,35.506726,137.828383,20,395-0801,飯田市鼎中平,0,NULL,NULL,1,heat
1141409,638b64,切石,切石,きりいし,35.512339,137.809098,20,395-0807,飯田市鼎切石,0,NULL,NULL,1,heat
1141410,53e7f7,飯田,飯田,いいだ,35.519544,137.821244,20,395-0000,飯田市上飯田,0,NULL,NULL,1,heat
1141411,4692f3,桜町(長野),桜町,さくらまち,35.522147,137.829601,20,395-0014,飯田市桜町２丁目,0,NULL,NULL,1,heat
1141412,e55f72,伊那上郷,伊那上郷,いなかみさと,35.520164,137.838984,20,395-0004,飯田市上郷黒田,0,NULL,NULL,1,cool
1141413,1b5693,元善光寺,元善光寺,もとぜんこうじ,35.533843,137.861375,20,395-0001,飯田市座光寺,0,NULL,NULL,1,cool
1141414,e5ff2a,下市田,下市田,しもいちだ,35.544165,137.87641,20,399-3103,下伊那郡高森町下市田,0,NULL,NULL,1,cool
1141415,4280c0,市田,市田,いちだ,35.549325,137.886578,20,399-3103,下伊那郡高森町下市田,0,NULL,NULL,1,cool
1141416,310662,下平,下平,しもだいら,35.572597,137.895922,20,399-3101,下伊那郡高森町山吹,0,NULL,NULL,1,cool
1141417,0d2711,山吹,山吹,やまぶき,35.577758,137.903282,20,399-3101,下伊那郡高森町山吹,0,NULL,NULL,1,cool
1141418,847193,伊那大島,伊那大島,いなおおしま,35.595698,137.913222,20,399-3303,下伊那郡松川町元大島,0,NULL,NULL,1,cool
1141419,6921b4,上片桐,上片桐,かみかたぎり,35.617583,137.904064,20,399-3301,下伊那郡松川町上片桐,0,NULL,NULL,1,cool
1141420,ee40b2,伊那田島,伊那田島,いなたじま,35.627221,137.910338,20,399-3802,上伊那郡中川村片桐,0,NULL,NULL,1,cool
1141421,23c785,高遠原,高遠原,たかとおばら,35.644693,137.90055,20,399-3705,上伊那郡飯島町七久保,0,NULL,NULL,1,cool
1141422,ab154c,七久保,七久保,ななくぼ,35.654645,137.911346,20,399-3705,上伊那郡飯島町七久保,0,NULL,NULL,1,cool
1141423,e272ff,伊那本郷,伊那本郷,いなほんごう,35.66543,137.93248,20,399-3704,上伊那郡飯島町本郷,0,NULL,NULL,1,cool
1141424,71ada0,飯島,飯島,いいじま,35.677571,137.929004,20,399-3702,上伊那郡飯島町飯島,0,NULL,NULL,1,eco
1141425,ae77db,田切,田切,たぎり,35.695613,137.933092,20,399-3701,上伊那郡飯島町田切,0,NULL,NULL,1,eco
1141426,18a49e,伊那福岡,伊那福岡,いなふくおか,35.712233,137.93398,20,399-4117,駒ヶ根市赤穂,0,NULL,NULL,1,eco
1141427,701108,小町屋,小町屋,こまちや,35.726781,137.935207,20,399-4117,駒ヶ根市赤穂,0,NULL,NULL,1,eco
1141428,12e106,駒ヶ根,駒ヶ根,こまがね,35.736219,137.936862,20,399-4106,長野県駒ヶ根市東町1-1,0,NULL,NULL,1,eco
1141429,dc0ee7,大田切,大田切,おおたぎり,35.748162,137.940159,20,399-4117,駒ヶ根市赤穂,0,NULL,NULL,1,eco
1141430,f6353b,宮田,宮田,みやだ,35.76726,137.938897,20,399-4301,上伊那郡宮田村,0,NULL,NULL,1,eco
1141431,875cc3,赤木,赤木,あかぎ,35.777887,137.943943,20,399-4431,伊那市西春近,0,NULL,NULL,1,eco
1141432,033d76,沢渡,沢渡,さわんど,35.803681,137.944035,20,399-4431,伊那市西春近,0,NULL,NULL,1,eco
1141433,2017e4,下島(JR),下島,しもじま,35.812706,137.940055,20,399-4431,長野県伊那市西春近小出島区,0,NULL,NULL,1,eco
1141434,33f28e,伊那市,伊那市,いなし,35.838435,137.959196,20,396-0021,伊那市伊那,0,NULL,NULL,1,eco
1141435,e04a10,伊那北,伊那北,いなきた,35.84524,137.964368,20,396-0021,伊那市伊那,0,NULL,NULL,1,eco
1141436,660db3,田畑,田畑,たばた,35.860791,137.97781,20,399-4511,上伊那郡南箕輪村松ノ木,0,NULL,NULL,1,eco
1141437,8e4bc3,北殿,北殿,きたとの,35.879377,137.984059,20,399-4511,上伊那郡南箕輪村,0,NULL,NULL,1,eco
1141438,81db41,木ノ下,木ノ下,きのした,35.900892,137.988022,20,399-4601,上伊那郡箕輪町中箕輪,0,NULL,NULL,1,eco
1141439,349675,伊那松島,伊那松島,いなまつしま,35.913865,137.988647,20,399-4601,上伊那郡箕輪町中箕輪,0,NULL,NULL,1,eco
1141440,27ff6a,沢,沢,さわ,35.936385,137.985477,20,399-4601,上伊那郡箕輪町中箕輪,0,NULL,NULL,1,eco
1141441,ce861c,羽場(長野),羽場,はば,35.953094,137.985126,20,399-0428,上伊那郡辰野町伊那富,0,NULL,NULL,1,eco
1141442,ba28ed,伊那新町,伊那新町,いなしんまち,35.9688,137.984056,20,399-0428,上伊那郡辰野町伊那富,0,NULL,NULL,1,eco
1141443,1c4468,宮木,宮木,みやき,35.976247,137.990509,20,399-0428,上伊那郡辰野町伊那富,0,NULL,NULL,1,eco
100215,85e377,米原,米原,まいばら,35.314657,136.289992,25,521-0012,米原市米原,0,NULL,NULL,1,cool
1141502,710631,坂田,坂田,さかた,35.335777,136.287743,25,521-0062,米原市宇賀野,0,NULL,NULL,1,cool
1141503,059e7b,田村,田村,たむら,35.356307,136.281813,25,526-0829,長浜市田村町,0,NULL,NULL,1,cool
1141504,767ed7,長浜,長浜,ながはま,35.378828,136.264901,25,526-0057,長浜市北船町,0,NULL,NULL,1,cool
1141505,cdb391,虎姫,虎姫,とらひめ,35.424539,136.257385,25,529-0144,滋賀県長浜市大寺町細田1043,0,NULL,NULL,1,cool
1141506,59d022,河毛,河毛,かわけ,35.448425,136.249519,25,529-0317,滋賀県長浜市湖北町山脇560,0,NULL,NULL,1,eco
1141507,2466b5,高月,高月,たかつき,35.470337,136.237716,25,529-0241,滋賀県長浜市高月町落川33-26,0,NULL,NULL,1,eco
1141508,0132bd,木ノ本,木ノ本,きのもと,35.505933,136.221706,25,529-0425,滋賀県長浜市木之本町木之本1543,0,NULL,NULL,1,eco
1141509,28d2d7,余呉,余呉,よご,35.53382,136.197591,25,529-0521,滋賀県長浜市余呉町下余呉1727,0,NULL,NULL,1,heat
1141510,d87339,近江塩津,近江塩津,おうみしおつ,35.53978,136.151236,25,529-0706,滋賀県長浜市西浅井町余245,0,NULL,NULL,1,heat
1141511,41f63b,新疋田,新疋田,しんひきだ,35.594239,136.100558,18,914-0302,敦賀市疋田,0,NULL,NULL,1,heat
1141512,0c82ef,敦賀,敦賀,つるが,35.644767,136.076488,18,914-0055,敦賀市鉄輪町１丁目,0,NULL,NULL,1,heat
1141513,749058,南今庄,南今庄,みなみいまじょう,35.757424,136.184723,18,919-0132,南条郡南越前町南今庄,0,NULL,NULL,1,heat
1141514,6b869e,今庄,今庄,いまじょう,35.772947,136.199279,18,919-0131,南条郡南越前町今庄,0,NULL,NULL,1,heat
1141515,02698d,湯尾,湯尾,ゆのお,35.803251,136.193007,18,919-0101,南条郡南越前町湯尾,0,NULL,NULL,1,heat
1141516,9d7997,南条,南条,なんじょう,35.831956,136.193391,18,919-0224,南条郡南越前町西大道,0,NULL,NULL,1,cool
1141517,74f1cd,王子保,王子保,おうしお,35.866259,136.165595,18,915-0857,越前市四郎丸町,0,NULL,NULL,1,cool
1141518,4a2571,武生,武生,たけふ,35.903254,136.170913,18,915-0071,越前市府中１丁目,0,NULL,NULL,1,cool
1141519,36de74,鯖江,鯖江,さばえ,35.943355,136.188852,18,916-0053,鯖江市日の出町,0,NULL,NULL,1,cool
1141520,7dbede,北鯖江,北鯖江,きたさばえ,35.971496,136.198452,18,916-0038,鯖江市下河端町,0,NULL,NULL,1,cool
1141521,06f60b,大土呂,大土呂,おおどろ,36.010546,136.216519,18,919-0326,福井市半田町,0,NULL,NULL,1,cool
1141522,5632c4,越前花堂,越前花堂,えちぜんはなんどう,36.038771,136.218073,18,918-8014,福井市花堂中１丁目１番,0,NULL,NULL,1,cool
1141523,7960cf,福井(福井),福井,ふくい,36.062057,136.223516,18,910-0006,福井市中央１丁目,0,NULL,NULL,1,cool
9942120,1bde6a,福井駅,福井駅,ふくいえき,36.061871,136.220625,18,910-0006,福井市中央１-９-２８,0,1933-10-15,NULL,1,cool
1141524,6fa2cc,森田,森田,もりた,36.109381,136.222516,18,910-0151,福井市栄町,0,NULL,NULL,1,heat
1141525,8053aa,春江,春江,はるえ,36.129004,136.228487,18,919-0449,坂井市春江町中筋,0,NULL,NULL,1,heat
1141526,797679,丸岡,丸岡,まるおか,36.162595,136.233502,18,919-0522,坂井市坂井町上新庄,0,NULL,NULL,1,eco
1141527,b8c2ec,芦原温泉,芦原温泉,あわらおんせん,36.214542,136.235069,18,919-0600,あわら市春宮１丁目,0,NULL,NULL,1,eco
1141528,d30de0,細呂木,細呂木,ほそろぎ,36.24125,136.256968,18,919-0805,あわら市滝,0,NULL,NULL,1,eco
1141529,2d112a,牛ノ谷,牛ノ谷,うしのや,36.259409,136.281618,18,919-0721,あわら市牛ノ谷,0,NULL,NULL,1,eco
1141530,c91745,大聖寺,大聖寺,だいしょうじ,36.300311,136.314205,17,922-0842,加賀市熊坂町,0,NULL,NULL,1,cool
1141531,936e84,加賀温泉,加賀温泉,かがおんせん,36.320562,136.350337,17,922-0423,加賀市作見町,0,NULL,NULL,1,cool
1141532,6519f4,動橋,動橋,いぶりはし,36.328428,136.383027,17,922-0331,加賀市動橋町,0,NULL,NULL,1,cool
1141533,bc73b2,粟津(石川),粟津,あわづ,36.35575,136.424544,17,923-0302,小松市符津町,0,NULL,NULL,1,cool
1141534,173dd5,小松,小松,こまつ,36.402545,136.452926,17,923-0921,小松市土居原町,0,NULL,NULL,1,cool
1141535,697d23,明峰,明峰,めいほう,36.425302,136.463114,17,923-0014,小松市松梨町甲,0,NULL,NULL,1,cool
1141536,0d3017,能美根上,能美根上,のみねあがり,36.452053,136.459721,17,929-0113,能美市大成町,0,NULL,NULL,1,heat
1141537,405ab2,小舞子,小舞子,こまいこ,36.476371,136.474925,17,929-0217,白山市湊町,0,NULL,NULL,1,heat
1141538,815c88,美川,美川,みかわ,36.486001,136.489205,17,929-0224,白山市美川中町,0,NULL,NULL,1,heat
1141539,082d64,加賀笠間,加賀笠間,かがかさま,36.502935,136.527434,17,924-0063,白山市笠間町,0,NULL,NULL,1,heat
1141540,ea5c89,松任,松任,まっとう,36.526706,136.566205,17,924-0022,白山市相木町,0,NULL,NULL,1,eco
1141541,1da842,野々市(JR),野々市,ののいち,36.541644,136.598044,17,921-8807,石川県野々市市二日市町1-1,0,NULL,NULL,1,eco
1141542,b5631d,西金沢,西金沢,にしかなざわ,36.553212,136.621225,17,921-8054,金沢市西金沢１丁目,0,NULL,NULL,1,eco
100913,27b8ec,金沢,金沢,かなざわ,36.578117,136.648166,17,920-0023,金沢市北安江町,0,NULL,NULL,1,eco
9941701,eaafc5,北鉄金沢,北鉄金沢,ほくてつかなざわ,36.578637,136.649524,17,920-0847,金沢市堀川町,0,NULL,NULL,1,heat
1141601,b0ddaa,岐阜,岐阜,ぎふ,35.409532,136.756514,21,500-8856,岐阜市橋本町１丁目,0,NULL,NULL,1,heat
1141602,69ec6e,長森,長森,ながもり,35.402024,136.802981,21,500-8233,岐阜市蔵前２,0,NULL,NULL,1,cool
1141603,a2bcc6,那加,那加,なか,35.400538,136.835466,21,504-0966,各務原市那加本町,0,NULL,NULL,1,cool
3001611,e1459d,新那加,新那加,しんなか,35.400097,136.83386,21,504-0961,各務原市那加新那加町,0,NULL,NULL,1,eco
1141604,45f71c,蘇原,蘇原,そはら,35.403167,136.871434,21,504-0821,各務原市蘇原瑞雲町１丁目,0,NULL,NULL,1,cool
1141605,5ebd9e,各務ヶ原,各務ヶ原,かがみがはら,35.403812,136.901106,21,509-0141,岐阜県各務原市鵜沼各務原町一丁目243,0,NULL,NULL,1,cool
3001605,1f8551,名電各務原,名電各務原,めいでんかかみがはら,35.402518,136.900981,21,509-0141,各務原市鵜沼各務原町２丁目,0,NULL,NULL,1,heat
1141606,1c318f,鵜沼,鵜沼,うぬま,35.397897,136.945122,21,509-0124,各務原市鵜沼山崎町３丁目,0,NULL,NULL,1,cool
3001520,944974,新鵜沼,新鵜沼,しんうぬま,35.396799,136.944314,21,509-0125,各務原市鵜沼南町,0,NULL,NULL,1,cool
1141607,4a1b55,坂祝,坂祝,さかほぎ,35.426359,136.976868,21,505-0075,加茂郡坂祝町取組,0,NULL,NULL,1,cool
1141608,a98761,美濃太田,美濃太田,みのおおた,35.445617,137.019467,21,505-0041,美濃加茂市太田町立石,0,NULL,NULL,1,eco
1141609,1e3497,古井,古井,こび,35.457295,137.047497,21,505-0021,美濃加茂市森山町１丁目,0,NULL,NULL,1,heat
1141610,604e16,中川辺,中川辺,なかかわべ,35.487143,137.065086,21,509-0304,加茂郡川辺町中川辺,0,NULL,NULL,1,heat
1141611,68a2d2,下麻生,下麻生,しもあそう,35.514973,137.087157,21,509-0302,加茂郡川辺町上川辺,0,NULL,NULL,1,heat
1141612,f6ff1e,上麻生,上麻生,かみあそう,35.541293,137.11863,21,509-0401,加茂郡七宗町上麻生,0,NULL,NULL,1,heat
1141613,911bd5,白川口,白川口,しらかわぐち,35.579345,137.184824,21,509-1106,加茂郡白川町坂ノ東下金,0,NULL,NULL,1,heat
1141614,beaed5,下油井,下油井,しもゆい,35.633214,137.183137,21,509-1100,加茂郡白川町下油井白山,0,NULL,NULL,1,heat
1141615,4b4a87,飛騨金山,飛騨金山,ひだかなやま,35.662118,137.164333,21,509-1614,下呂市金山町大船渡,0,NULL,NULL,1,heat
1141616,a2ddc7,焼石,焼石,やけいし,35.725763,137.200404,21,509-2133,下呂市和佐,0,NULL,NULL,1,heat
1141617,2289fe,下呂,下呂,げろ,35.805345,137.239778,21,509-2206,下呂市幸田,0,NULL,NULL,1,heat
1141618,2a2ed4,禅昌寺,禅昌寺,ぜんしょうじ,35.848937,137.225184,21,509-2514,下呂市萩原町中呂,0,NULL,NULL,1,eco
1141619,629bd8,飛騨萩原,飛騨萩原,ひだはぎわら,35.874766,137.213568,21,509-2517,下呂市萩原町萩原,0,NULL,NULL,1,eco
1141620,8527c2,上呂,上呂,じょうろ,35.910717,137.204562,21,509-2518,下呂市萩原町上呂,0,NULL,NULL,1,eco
1141621,cd0b30,飛騨宮田,飛騨宮田,ひだみやだ,35.928443,137.235595,21,509-2511,下呂市萩原町宮田,0,NULL,NULL,1,eco
1141622,fb3380,飛騨小坂,飛騨小坂,ひだおさか,35.950749,137.257084,21,509-3106,下呂市小坂町大島,0,NULL,NULL,1,eco
1141623,0a5991,渚(岐阜),渚,なぎさ,36.001416,137.287894,21,509-3213,高山市久々野町渚,0,NULL,NULL,1,eco
1141624,3cf635,久々野,久々野,くぐの,36.052273,137.276778,21,509-3205,高山市久々野町久々野,0,NULL,NULL,1,eco
1141625,6533be,飛騨一ノ宮,飛騨一ノ宮,ひだいちのみや,36.08836,137.247588,21,509-3505,高山市一之宮町,0,NULL,NULL,1,eco
1141626,daca0a,高山,高山,たかやま,36.140574,137.251301,21,506-0053,高山市昭和町１丁目,0,NULL,NULL,1,eco
1141627,c410dd,上枝,上枝,ほずえ,36.18095,137.245789,21,506-0041,高山市下切町,0,NULL,NULL,1,eco
1141628,884501,飛騨国府,飛騨国府,ひだこくふ,36.211001,137.215895,21,509-4119,高山市国府町広瀬町,0,NULL,NULL,1,eco
1141629,fd26d6,飛騨古川,飛騨古川,ひだふるかわ,36.236727,137.189681,21,509-4225,飛騨市古川町金森町,0,NULL,NULL,1,eco
1141630,dee634,杉崎,杉崎,すぎさき,36.250003,137.168638,21,509-4215,飛騨市古川町杉崎,0,NULL,NULL,1,eco
1141631,eecc63,飛騨細江,飛騨細江,ひだほそえ,36.260926,137.146029,21,509-4203,飛騨市古川町大字袈裟丸,0,NULL,NULL,1,eco
1141632,0d6e52,角川,角川,つのがわ,36.30016,137.113223,21,509-4302,飛騨市河合町小無雁,0,NULL,NULL,1,eco
1141633,8d927b,坂上,坂上,さかかみ,36.327902,137.140979,21,509-4423,飛騨市宮川町林,0,NULL,NULL,1,eco
1141634,eead04,打保,打保,うつぼ,36.383737,137.181902,21,509-4545,飛騨市宮川町打保,0,NULL,NULL,1,eco
1141635,ebb714,杉原,杉原,すぎはら,36.415806,137.192102,21,509-4542,飛騨市宮川町杉原,0,NULL,NULL,1,eco
1141636,c6f0b0,猪谷,猪谷,いのたに,36.471625,137.237975,16,939-2187,富山市猪谷８８７,0,NULL,NULL,1,heat
1141637,1a2a30,楡原,楡原,にれはら,36.529323,137.22872,16,939-2184,富山市楡原,0,NULL,NULL,1,heat
1141638,4b9b53,笹津,笹津,ささづ,36.562129,137.211437,16,939-2223,富山市笹津,0,NULL,NULL,1,heat
1141639,811698,東八尾,東八尾,ひがしやつお,36.589645,137.174978,16,939-2314,富山市八尾町城生,0,NULL,NULL,1,cool
1141640,ae9f40,越中八尾,越中八尾,えっちゅうやつお,36.591391,137.138379,16,939-2376,富山市八尾町福島,0,NULL,NULL,1,cool
1141641,a12cba,千里(富山),千里,ちさと,36.634678,137.132396,16,939-2622,富山市婦中町千里,0,NULL,NULL,1,eco
1141642,eff87a,速星,速星,はやほし,36.664135,137.160428,16,939-2706,富山市婦中町速星,0,NULL,NULL,1,eco
1141645,954572,婦中鵜坂,婦中鵜坂,ふちゅううさか,36.67814,137.168917,16,939-2701,富山市婦中町西本郷字西本郷１１６２ノ３,0,NULL,NULL,1,eco
1141643,9fb70a,西富山,西富山,にしとやま,36.699331,137.177029,16,930-0874,富山市寺町,0,NULL,NULL,1,eco
100911,7b9954,富山,富山,とやま,36.701613,137.213255,16,930-0001,富山市明輪町,0,NULL,NULL,1,eco
9940801,86af15,電鉄富山,電鉄富山,でんてつとやま,36.700757,137.214163,16,930-0002,富山市新富町,0,NULL,NULL,1,cool
9941313,d56ebc,電鉄富山駅・エスタ前,電鉄富山駅・エスタ前,でんてつとやまえき・えすたまえ,36.700236,137.213316,16,930-0003,富山市桜町,0,2013-05-17,NULL,1,heat
9941322,f72cbd,富山駅,富山駅,とやまえき,36.701479,137.212583,16,930-0001,富山県富山市明輪町1-227,0,2015-03-14,NULL,1,eco
9941501,56b05c,富山駅北,富山駅北,とやまえききた,36.70249,137.214003,16,930-0858,富山市牛島町２４番３地先,1,NULL,NULL,1,unknown
1141551,81a1f9,高岡,高岡,たかおか,36.740948,137.015274,16,933-0021,高岡市下関町,0,NULL,NULL,1,eco
9941401,88440d,高岡駅,高岡駅,たかおかえき,36.742173,137.014722,16,933-0021,高岡市下関町,0,NULL,NULL,1,eco
100912,307ee0,新高岡,新高岡,しんたかおか,36.726966,137.012408,16,933-0852,富山県高岡市下黒田1872番地,0,2015-03-14,NULL,1,eco
1141702,ac36a5,二塚,二塚,ふたつか,36.714339,137.006141,16,933-0816,高岡市二塚,0,NULL,NULL,1,eco
